Wall time,Step,Value
1654716325.704552,33792,-179.07760620117188
1654716430.376002,70656,-169.749755859375
1654716442.2998872,75264,-169.53482055664062
1654716552.6421735,115200,-153.4495391845703
1654716655.896493,150528,-157.32266235351562
1654716914.6521084,244224,-169.3931121826172
1654716926.5646996,248832,-169.3634796142578
1654716965.9627893,262656,-159.03500366210938
1654717237.6129057,357888,-148.3344268798828
1654717257.6637115,365568,-147.75125122070312
1654717347.082366,397824,-144.61285400390625
1654717398.0758262,416256,-137.0966796875
1654717426.007195,425472,-144.0254669189453
1654717576.512863,479232,-146.6913604736328
1654717585.113409,482304,-145.83677673339844
1654717621.1978781,494592,-154.6922149658203
1654717751.7477286,539136,-139.7876434326172
1654717843.1830356,569856,-134.26072692871094
1654718080.4848948,652800,-144.8328399658203
1654718253.5016873,712704,-137.96266174316406
1654718316.109959,734208,-140.5706329345703
1654718584.8671374,829440,-154.66864013671875
1654718703.271053,870912,-148.72998046875
1654718775.418519,895488,-127.48929595947266
1654718806.4047434,906240,-120.89244079589844
1654718810.937094,907776,-117.63654327392578
1654718954.3940473,958464,-108.96244049072266
1654719013.5250547,979968,-105.1545639038086
1654719069.490978,999936,-99.09563446044922
1654719126.9965096,1021440,-102.79191589355469
1654719168.9219265,1036800,-102.6643295288086
1654719352.3490272,1102848,-131.39682006835938
1654719387.1816611,1115136,-121.24655151367188
1654719422.2289357,1127424,-131.56138610839844
1654719573.717773,1181184,-103.79045867919922
1654719591.677434,1187328,-102.25638580322266
1654719601.7409608,1190400,-106.98577117919922
1654719662.8179586,1211904,-102.7579574584961
1654719670.156175,1214976,-104.83126068115234
1654719702.2101882,1225728,-106.01010131835938
1654719736.4243407,1238016,-107.78396606445312
1654719760.3460138,1247232,-104.41814422607422
1654719881.1752486,1290240,-101.26918029785156
1654720341.076065,1457664,-65.92688751220703
1654720451.3927462,1497600,-78.89302062988281
1654720456.392601,1499136,-78.52672576904297
1654720480.6758502,1508352,-72.48973846435547
1654720503.7800148,1517568,-78.29151153564453
1654720579.9736028,1545216,-71.79885864257812
1654720589.7050385,1549824,-72.48426055908203
1654720624.1175268,1563648,-72.46624755859375
1654720832.0929666,1638912,-71.45056915283203
1654720843.2429848,1643520,-62.96173858642578
1654720870.1983628,1652736,-57.17641067504883
1654720896.47678,1661952,-51.04811096191406
1654720960.7985878,1684992,-47.171875
1654720985.1193016,1694208,-43.98887252807617
1654721004.4661398,1701888,-40.5236701965332
1654721228.1878529,1781760,-58.07118225097656
1654721247.422453,1789440,-55.38056945800781
1654721252.991879,1790976,-53.526275634765625
1654721329.283783,1818624,-48.49467468261719
1654721385.5119922,1838592,-34.41670608520508
1654721607.980393,1916928,-40.14067459106445
1654721682.1327412,1943040,-41.649234771728516
1654721919.2809777,2027520,-22.278945922851562
1654721933.1834035,2032128,-21.796049118041992
1654721993.2305913,2053632,-22.391939163208008
1654722009.7451208,2059776,-23.585538864135742
1654722216.0431654,2133504,-8.181751251220703
1654722244.2928069,2144256,-4.664555549621582
1654722340.749483,2178048,0.31382742524147034
1654722393.1986601,2196480,-3.228869676589966
1654722437.1623974,2211840,-1.466274619102478
1654722569.64597,2257920,2.7270538806915283
1654722618.4776707,2274816,1.1922756433486938
1654722654.648318,2287104,6.1209716796875
1654722681.4067957,2296320,9.056861877441406
1654722821.5201476,2345472,-1.6721135377883911
1654722950.974153,2390016,-0.08735328912734985
1654723020.8591528,2414592,-1.4577162265777588
1654723088.418811,2439168,-6.152505874633789
1654723105.3457572,2445312,-4.8899054527282715
1654723181.1539476,2471424,-2.9428396224975586
1654723332.597401,2525184,5.6231770515441895
1654723518.6620057,2589696,-1.0554099082946777
1654723558.6574492,2603520,2.646077871322632
1654723606.8199828,2620416,5.100742816925049
1654723639.0353599,2631168,7.780242443084717
1654723680.301934,2644992,1.889167070388794
1654723739.9219646,2666496,3.173635244369507
1654723749.572603,2669568,2.9846351146698
1654723761.5220098,2674176,2.5781302452087402
1654723949.9590456,2741760,-0.2552894949913025
1654724146.9284644,2810880,0.04886734113097191
1654724226.4784722,2838528,-0.8200643658638
1654724264.4502773,2852352,-5.197664260864258
1654724321.2585247,2872320,8.61074447631836
1654724333.8673527,2876928,6.525853157043457
1654724367.911075,2889216,-0.7789372205734253
1654724545.2818012,2950656,2.1988773345947266
1654724620.5542376,2976768,6.401568412780762
1654724663.63133,2992128,7.980769157409668
1654724676.1218433,2996736,7.635960578918457
1654724911.46786,3079680,-3.5814614295959473
1654724963.4348762,3098112,1.3490017652511597
1654725061.9495785,3133440,0.050029411911964417
1654725224.7678888,3190272,10.761796951293945
1654725237.229854,3194880,14.323351860046387
1654725242.2338567,3196416,14.579751014709473
1654725276.6319675,3208704,15.367274284362793
1654725295.7403793,3214848,15.04947280883789
1654725322.485253,3225600,7.702556133270264
1654725557.7832906,3307008,15.993621826171875
1654725586.7962186,3317760,14.463947296142578
1654725721.4740238,3365376,0.23915153741836548
1654725739.969435,3371520,-1.3799668550491333
1654725776.048866,3383808,-3.3103604316711426
1654725811.1511488,3396096,0.35811302065849304
1654725827.0305927,3402240,2.3600122928619385
1654725913.6735175,3432960,9.88143539428711
1654725935.8653443,3440640,8.266643524169922
1654725939.864871,3442176,7.41413688659668
1654725960.9825335,3449856,8.670345306396484
1654726025.2189708,3472896,4.918371200561523
1654726048.211204,3480576,-5.417718887329102
1654726129.7381086,3509760,-9.61251449584961
1654726192.70032,3534336,-12.10920524597168
1654726235.8320806,3549696,-11.081903457641602
1654726288.9029496,3568128,1.855150580406189
1654726402.0219812,3608064,2.546088457107544
1654726442.159037,3621888,2.929161310195923
1654726595.6780956,3675648,14.734009742736816
1654726601.2481525,3677184,14.843243598937988
1654726610.8777304,3680256,17.080745697021484
1654726803.52698,3747840,5.188999176025391
1654726836.985989,3760128,3.317575454711914
1654726878.3006358,3773952,6.540664196014404
1654726886.8359163,3777024,7.282969951629639
1654726908.470632,3784704,9.515364646911621
1654727018.7871222,3823104,2.9397521018981934
1654727022.7560482,3824640,0.49944016337394714
1654727069.2211902,3840000,-3.8421316146850586
1654727078.829875,3843072,-0.8073416948318481
1654727098.6880906,3850752,-4.22995138168335
1654727158.1079268,3872256,-7.035373687744141
1654727185.6085503,3881472,-0.298788458108902
1654727224.0056357,3895296,0.13132640719413757
1654727291.3770576,3918336,6.278796195983887
1654727317.7605684,3927552,3.3825294971466064
1654727548.0941956,4008960,10.365152359008789
1654727888.3380814,4130304,8.07760238647461
1654727964.8535845,4157952,5.8864946365356445
1654728125.1204522,4214784,6.1506805419921875
1654728186.309876,4236288,9.0191011428833
1654728339.7831116,4290048,8.04437255859375
1654728704.8879235,4417536,0.8271888494491577
1654728808.885904,4454400,6.772207736968994
1654729111.593241,4563456,8.766345977783203
1654729145.561974,4575744,11.320046424865723
1654729303.090663,4631040,8.75135612487793
1654729380.216156,4660224,3.173870801925659
1654729417.2880142,4672512,-2.810746431350708
1654729429.7174706,4677120,-3.7606563568115234
1654729679.1840103,4766208,-10.030953407287598
1654729950.6083875,4861440,3.707153558731079
1654730021.826188,4886016,13.22454833984375
1654730097.4138312,4913664,9.786945343017578
1654730100.2776687,4915200,10.941646575927734
1654730245.214507,4967424,3.1904079914093018
1654730288.533892,4982784,0.12332051992416382
1654730303.1308162,4987392,0.7969322800636292
1654730307.68423,4988928,1.6028257608413696
1654730317.2354906,4992000,4.82002067565918
1654730322.2337527,4993536,7.539328575134277
1654730427.9996085,5031936,2.025893211364746
1654730569.1409028,5082624,-7.421944618225098
1654730744.41641,5144064,-1.2420108318328857
1654730879.7456436,5191680,13.003551483154297
1654730999.86144,5233152,7.987569808959961
1654731020.9405184,5240832,7.845650672912598
1654731118.618682,5274624,13.493729591369629
1654731199.909586,5303808,15.412960052490234
1654731266.1219375,5326848,11.061267852783203
1654731334.7311761,5351424,5.312578201293945
