Wall time,Step,Value
1654802695.9121642,33792,-164.01710510253906
1654802822.903082,70656,-153.41009521484375
1654802838.6182208,75264,-153.17709350585938
1654802967.4553785,115200,-159.59170532226562
1654803087.8409944,150528,-158.93789672851562
1654803408.519356,244224,-155.99371337890625
1654803421.7059577,248832,-162.22470092773438
1654803472.8477867,262656,-153.29885864257812
1654803799.6124995,357888,-148.39022827148438
1654803826.862341,365568,-141.48558044433594
1654803931.4197872,397824,-127.15425109863281
1654803997.9123333,416256,-134.08633422851562
1654804027.0715215,425472,-143.89703369140625
1654804205.7997873,479232,-153.59349060058594
1654804217.4970846,482304,-149.403564453125
1654804261.6738634,494592,-141.86798095703125
1654804414.2326615,539136,-140.4589385986328
1654804520.7700593,569856,-135.94198608398438
1654804802.490731,652800,-89.16450500488281
1654805010.780504,712704,-52.284854888916016
1654805086.3432088,734208,-53.64250564575195
1654805413.715172,829440,-65.48892211914062
1654805557.8933249,870912,-39.326236724853516
1654805638.9295127,895488,-43.96981430053711
1654805675.0455189,906240,-41.97422409057617
1654805679.5298193,907776,-41.97422409057617
1654805855.5854707,958464,-49.13349914550781
1654805932.5979264,979968,-52.3635139465332
1654806000.532153,999936,-55.15335464477539
1654806068.6950579,1021440,-66.4958267211914
1654806118.1188505,1036800,-62.13739776611328
1654806344.5234659,1102848,-55.44654846191406
1654806386.6664093,1115136,-51.6743049621582
1654806429.4750338,1127424,-54.35337829589844
1654806613.131736,1181184,-40.261329650878906
1654806634.507461,1187328,-37.461647033691406
1654806645.9105363,1190400,-41.139930725097656
1654806723.8120549,1211904,-40.862518310546875
1654806735.686382,1214976,-40.438819885253906
1654806775.1291313,1225728,-39.365318298339844
1654806813.516573,1238016,-36.77222442626953
1654806843.0133693,1247232,-37.071571350097656
1654806985.6311018,1290240,-23.77352523803711
1654807554.1480844,1457664,-15.048253059387207
1654807687.1373963,1497600,-26.947486877441406
1654807692.868871,1499136,-28.424488067626953
1654807726.0457616,1508352,-32.54807662963867
1654807756.1156032,1517568,-33.70698547363281
1654807856.8551214,1545216,-22.524681091308594
1654807870.194174,1549824,-24.035194396972656
1654807915.1209154,1563648,-25.26441192626953
1654808167.8093941,1638912,-37.77848434448242
1654808183.5246358,1643520,-36.04798889160156
1654808212.8028202,1652736,-32.750099182128906
1654808246.677848,1661952,-29.79999542236328
1654808322.6629014,1684992,-30.812395095825195
1654808351.2958765,1694208,-34.095882415771484
1654808378.7622917,1701888,-40.67838668823242
1654808662.5388346,1781760,-19.594362258911133
1654808690.180204,1789440,-15.896449089050293
1654808695.2527046,1790976,-16.184646606445312
1654808794.1393797,1818624,-11.727049827575684
1654808860.1531706,1838592,-4.273320198059082
1654809131.1973011,1916928,-15.978885650634766
1654809218.9106162,1943040,-26.235031127929688
1654809515.2194324,2027520,-1.2307255268096924
1654809531.4520652,2032128,-0.8383241295814514
1654809604.3523898,2053632,1.8847875595092773
1654809628.5526083,2059776,3.7039730548858643
1654809888.9818795,2133504,18.782121658325195
1654809928.7957933,2144256,22.99480438232422
1654810042.185847,2178048,12.995931625366211
1654810107.7638268,2196480,10.726330757141113
1654810159.0518465,2211840,4.494931221008301
1654810320.9038787,2257920,9.615710258483887
1654810381.3570168,2274816,12.773334503173828
1654810427.353521,2287104,16.573837280273438
1654810460.455639,2296320,15.682119369506836
1654810630.8939128,2345472,0.25001609325408936
1654810787.1576707,2390016,-17.18218421936035
1654810871.2938433,2414592,-21.133939743041992
1654810956.2903545,2439168,-11.055156707763672
1654810975.2014964,2445312,-12.411742210388184
1654811061.3497896,2471424,-0.4647148847579956
1654811249.6800554,2525184,1.627508282661438
1654811477.1612086,2589696,14.36001205444336
1654811525.0388703,2603520,19.596355438232422
1654811582.3255863,2620416,14.827169418334961
1654811621.6792178,2631168,11.138862609863281
1654811668.3139935,2644992,11.521678924560547
1654811745.5801344,2666496,6.62835693359375
1654811756.3475826,2669568,5.305561542510986
1654811773.8833132,2674176,6.53885555267334
1654811998.2438717,2741760,-4.5079450607299805
1654812230.8097653,2810880,-2.3765528202056885
1654812329.4303756,2838528,-6.161089897155762
1654812376.6508086,2852352,-5.6561970710754395
1654812449.0942614,2872320,-7.436187744140625
1654812466.0124917,2876928,-3.7226898670196533
1654812511.5965521,2889216,-1.1784734725952148
1654812721.9543328,2950656,0.5004385113716125
1654812815.1877365,2976768,7.4657392501831055
1654812867.4868803,2992128,3.076442241668701
1654812883.872674,2996736,5.825533390045166
1654813174.2292125,3079680,-2.610671281814575
1654813241.1791158,3098112,-0.1996903270483017
1654813354.2144349,3133440,-2.6443958282470703
1654813554.6122077,3190272,-2.371983766555786
1654813571.9609895,3194880,0.02185310423374176
1654813577.06784,3196416,0.33425384759902954
1654813618.9001734,3208704,3.750051975250244
1654813643.3842018,3214848,2.391132116317749
1654813677.8182142,3225600,-0.987349271774292
1654813957.352922,3307008,-12.632174491882324
1654813997.635904,3317760,-8.70808219909668
1654814166.1449494,3365376,-3.0812923908233643
1654814188.6800742,3371520,-0.8751139044761658
1654814224.3619106,3383808,5.0334367752075195
1654814268.8417761,3396096,8.7433443069458
1654814291.2583625,3402240,12.879154205322266
1654814397.8067644,3432960,14.104264259338379
1654814423.286867,3440640,12.642875671386719
