Wall time,Step,Value
1655184844.5400395,20029440,142.8761749267578
1655184941.5305355,20054016,144.1913299560547
1655185036.620962,20078592,132.73721313476562
1655185130.2249131,20103168,123.72607421875
1655185224.1136477,20127744,122.02783203125
1655185316.8981035,20152320,128.61155700683594
1655185410.2182245,20176896,130.9846649169922
1655185505.9394112,20201472,139.11598205566406
1655185600.9196954,20226048,146.62615966796875
1655185693.5556114,20250624,150.14813232421875
1655185784.3919463,20275200,142.02764892578125
1655185877.5129857,20299776,132.53445434570312
1655185969.975204,20324352,128.72084045410156
1655186062.5850391,20348928,123.55035400390625
1655186156.2260518,20373504,126.64508819580078
1655186250.9206982,20398080,128.4308624267578
1655186344.4522262,20422656,136.8929901123047
1655186439.6898599,20447232,139.4618377685547
1655186533.8652236,20471808,139.1993865966797
1655186626.0244205,20496384,133.4881134033203
1655186718.3639374,20520960,131.47055053710938
1655186813.918971,20545536,133.1558074951172
1655186906.8028357,20570112,139.02316284179688
1655187000.1375713,20594688,139.18612670898438
1655187094.3765051,20619264,140.2945098876953
1655187186.652275,20643840,137.58583068847656
1655187279.994165,20668416,140.61553955078125
1655187374.2752218,20692992,137.0635986328125
1655187467.4224267,20717568,134.40585327148438
1655187561.0261943,20742144,135.9950714111328
1655187654.8154998,20766720,140.96507263183594
1655187748.4027934,20791296,139.96456909179688
1655187841.937322,20815872,145.79461669921875
1655187935.4406583,20840448,139.20440673828125
1655188027.7233157,20865024,129.88613891601562
1655188121.125386,20889600,127.52301025390625
1655188213.4147222,20914176,129.24461364746094
1655188305.8623545,20938752,135.28834533691406
1655188399.1457686,20963328,133.7377471923828
1655188493.725409,20987904,137.29762268066406
1655188586.7445343,21012480,137.0397186279297
1655188680.927839,21037056,130.6951141357422
1655188772.844713,21061632,132.36744689941406
1655188866.936658,21086208,136.29978942871094
1655188961.3119092,21110784,133.0087432861328
1655189053.2186382,21135360,128.9165802001953
1655189146.1688375,21159936,131.5415496826172
1655189238.5998325,21184512,128.70265197753906
1655189332.4981508,21209088,129.25128173828125
1655189424.8994484,21233664,119.17467498779297
1655189517.7818744,21258240,126.74302673339844
1655189609.510137,21282816,114.09159088134766
1655189702.7374828,21307392,121.907958984375
1655189795.154902,21331968,126.91834259033203
1655189889.7406368,21356544,143.17897033691406
1655189983.3705459,21381120,148.20895385742188
1655190075.3855832,21405696,138.65223693847656
1655190168.0930817,21430272,122.64527130126953
1655190262.4289548,21454848,124.29241180419922
1655190357.3708386,21479424,138.43043518066406
1655190450.6293125,21504000,143.9340057373047
1655190545.893418,21528576,143.57054138183594
1655190638.804374,21553152,139.4420928955078
1655190731.9119043,21577728,139.6951141357422
1655190826.2998211,21602304,140.66293334960938
1655190919.4963906,21626880,135.51895141601562
1655191010.8902795,21651456,136.2478485107422
1655191107.545495,21676032,131.67489624023438
1655191202.4863727,21700608,141.33853149414062
1655191295.498064,21725184,148.34445190429688
1655191392.2707744,21749760,141.24041748046875
1655191489.6810808,21774336,134.84039306640625
1655191590.7555432,21798912,130.48463439941406
1655191685.7382402,21823488,129.51214599609375
1655191780.2130964,21848064,138.46681213378906
